"","DGUID","ALT_GEO_CODE","GEO_LEVEL","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","Language","C1_COUNT_TOTAL","C10_RATE_TOTAL","Languages"
"589","2021S051235300055",35300055,"Dissemination area",0,887,"Tie (Hover to See Languages)",10,2.2,"Armenian//Spanish"
"590","2021S051235300056",35300056,"Dissemination area",0,962,"Tie (Hover to See Languages)",10,1.6,"Iranian Persian//Mandarin"
"591","2021S051235300057",35300057,"Dissemination area",0,900,"Tie (Hover to See Languages)",5,1.3,"Serbo-Croatian//Croatian//German//Iranian Persian//Mandarin"
"592","2021S051235300060",35300060,"Dissemination area",0,831,"Tie (Hover to See Languages)",10,1.6,"Somali//Telugu//Armenian//Nepali//Rohingya//Spanish//Mandarin"
"593","2021S051235300061",35300061,"Dissemination area",0,1014,"Tie (Hover to See Languages)",10,2.4,"Mandarin//Chinese, n.o.s."
"594","2021S051235300071",35300071,"Dissemination area",0,835,"Tie (Hover to See Languages)",10,1.7,"Arabic//Vietnamese//Gujarati//Hindi//Nepali//Punjabi (Panjabi)//Mandarin"
"595","2021S051235300072",35300072,"Dissemination area",0,939,"Tie (Hover to See Languages)",10,1.7,"Gujarati//Korean//Mandarin//Min Nan (Chaochow, Teochow, Fukien, Taiwanese)"
"596","2021S051235300073",35300073,"Dissemination area",0,835,"Tie (Hover to See Languages)",15,2.6,"Arabic//Iranian Persian"
"597","2021S051235300084",35300084,"Dissemination area",0,907,"Tie (Hover to See Languages)",10,1.5,"Ukrainian//German//Punjabi (Panjabi)//Iranian Persian//Korean"
"598","2021S051235300088",35300088,"Dissemination area",0,835,"Tie (Hover to See Languages)",10,1.4,"Arabic//Malayalam//Spanish"
"599","2021S051235300100",35300100,"Dissemination area",0,897,"Tie (Hover to See Languages)",5,1.1,"Polish//Yue (Cantonese)"
"600","2021S051235300113",35300113,"Dissemination area",0,835,"Tie (Hover to See Languages)",10,1.8,"Arabic//Tigrigna//Ukrainian"
